bolt_action_rifle_armament_desc;Bolt action is a type of firearm action in which the weapon's bolt is operated manually by the opening and closing of the breech (barrel) with a small handle. he first bolt-action rifle was produced in 1824 by Johann Nikolaus von Dreyse, following work on breechloading rifles. European armies continued to develop bolt-action rifles through the latter half of the Nineteenth Century and World War I marked the height of the bolt-action rifle's use, with all of the nations in that war fielding troops armed with various bolt-action designs.;;Beim Kammerverschluss wird der Waffenbolzen manuell durch das Öffnen und Schließen des Hinterladerlaufs, mithilfe eines kleinen Hebels, betätigt. Das erste Gewehr mit Kammerverschluss wurde 1824 von Johann Nikolaus von Dreyse bei seiner Arbeit an Hinterlader-Gewehren hergestellt. Europäische Armeen entwickelten diese Gewehre im späten 19. Jahrhundert weiter und ihre Verwendung fand im ersten Weltkrieg ihren Höhepunkt, als alle kriegsbeteiligten Nationen ihre Truppen mit verschiedenen Entwicklungen dieses Designs ausrüsteten.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,
bolt_action_rifles;Bolt-action Rifles;Fusils à culasse mobile;Repetiergewehre;;Fusiles cerrojo;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bolt_action_rifles_desc;Bolt-action Rifles;Fusils à culasse mobile;Repetiergewehre;;Fusiles cerrojo;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breech_loaded_rifle_armament;Breech-loaded Rifle Armament;;Hinterlader-Aufrüstung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breech_loaded_rifle_armament_desc;A breech-loading weapon is a firearm in which the cartridge or shell is inserted or loaded into a chamber integral to the rear portion of a barrel. Although breech-loading weapons were developed as far back as the late 14th century, breech-loading became more successful with improvements in precision engineering and machining in the 19th century.;;Ein Hinterlader ist eine Feuerwaffe, die mit Patronen oder Granaten in einer Kammer am hinteren Lauf der Waffe geladen wird. Auch wenn Hinterlader schon im späten 14. Jahrhundert entwickelt wurden, wurden sie erst mit Verbesserungen in der Präzision und ihrer Bauweise im 19. Jahrhundert erfolgreicher.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
breech_loaded_rifles;Breech-loaded Rifles;Fusils chargés par la culasse;Hinterlader;;Fusiles postcarga;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breech_loaded_rifles_desc;Breech-loaded Rifles;Fusils chargés par la culasse;Hinterlader;;Fusiles postcarga;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze_muzzle_loaded_artillery;Bronze Muzzle-loaded Artillery;Artill. bronze chargée par bouche;Vorderladergeschütz, Bronze;;Artillería avancarga (bronce);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bronze_muzzle_loaded_artillery_desc;Bronze Muzzle-loaded Artillery;Artillerie en bronze chargée par la bouche;Vorderladergeschütz, Bronze;;Artillería avancarga (bronce);;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caroline_era;Navy;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carrier_doctrine;Carrier Group Doctrine;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cement_manufactories;Construction Offices;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cognitivism;Cognitivism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
col_liferate_techs;Researching the following will help deal with the local life rating:;;Folgende Forschungen zu erfoschen wird mit den lokalen Lebensbeschaffenheiten helfen:;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combat_loss_evaluation_schemata;Combat Loss Evaluation Schemata;Schéma d'évaluation des pertes;Gefechtsverlust-Evaluierungsschemata;;Esq. evaluac. pérdidas en combate;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combat_loss_evaluation_schemata_desc;By counting losses on both sides and turning the figures into a matrix, it was possible to estimate losses in an upcoming combat in advance.;En comptant les pertes des deux camps et en dressant un tableau de données, il était possible d'estimer à l'avance les pertes lors d'un prochain combat.;Durch die Ermittlung der Verluste beider Seiten und die Eingabe der Zahlen in einer Matrix konnten die Verluste in einem bevorstehenden Gefecht abgeschätzt werden.;;Mediante el cómputo de pérdidas en ambos bandos y la introducción de los resultados en una matriz, era posible estimar por adelantado las pérdidas de un futuro combate.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_forces;Combined Forces;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commerce_tech;Commerce: From 1700;Commerce: From 1700;Commerce: From 1700;;Commerce: From 1700;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commodity_narcissism;Commodity Narcissism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
computerisation;Computerisation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conquering_the_seven_seas;Conquering the Seven Seas;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conscription_invention;Early Conscription;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
counter_enligthenment;Counter Enlightenment;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
counter_reformation;Counter Reformation;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuirassier_activation;Cuirassiers;;Kürassiere;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuirassier_activation_desc;Cuirassiers were mounted cavalry soldiers equipped with armour and firearms, first appearing in late 15th-century Europe. The first cuirassiers were produced as a result of armoured cavalry, such as the man-at-arms and demi-lancer, discarding their lances and adopting the use of pistols as their primary weapon. They achieved increased prominence during the Napoleonic Wars and were last fielded in the opening stages of World War I. Cuirassiers continue to be employed as ceremonial troops by a number of countries.;;Kürassiere waren berittene Kavalleriesoldaten, ausgerüstet mit Rüstung und Feuerwaffen, und tauchten erstmals im späten 15. Jahrhundert in Europa auf. Die ersten Kürassiere waren das Ergebnis gepanzerter Kavallerie, wie z.B. den Landsknechten und Halb-Ulanen, die ihre Lanzen ablegten und Pistolen als ihre Hauptwaffen wählten. Sie gewannen durch die Napoleonischen Kriege große Prominenz und wurden zuletzt zu Beginn des ersten Weltkrieges auf den Kriegsschauplätzen gesehen. Kürassiere werden bei vielen Ländern weiterhin als zeremonielle Truppen eingesetzt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,
culture_tech;Culture: From 1700;Culture: From 1700;Culture: From 1700;;Culture: From 1700;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dawn_of_industrial_revolution_tech;Dawn of the Industrialization;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decline_of_plate_armor;Decline of the Plate Armor;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep_defense_system;Deep Defense System;Défense en profondeur;Raumverteidigungssystem;;Sist. defensa profundidad;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep_defense_system_desc;Deep Defense System;Défense en profondeur;Raumverteidigungssystem;;Sist. defensa profundidad;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deism;Deism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital_currency;Digital Currency;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital_currency_desc;Digital Currency;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital_revolution;Digital Revolution;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital_revolution_desc;Digital Revolution;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
downfall_of_the_old_church;Downfall of the Old Church;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragoon_activation;Dragoons;;Dragoner;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragoon_activation_desc;The word dragoon originally meant mounted infantry, who were trained in horse riding as well as infantry fighting skills. However, usage altered over time and during the 18th century, dragoons evolved into conventional light cavalry units and personnel. Dragoon regiments were established in most European armies during the late 17th and early 18th centuries. During the Napoleonic Wars, dragoons generally assumed a cavalry role, though remaining a lighter class of mounted troops than the armored cuirassiers.;;Das Wort Dragoner bezog sich ursprünglich auf berittene Infanterie, die sowohl im Reiten als auch in Kampfkünsten der Infanterie  ausgebildet wurden. Mit der Zeit änderte sich die Anwendung, sodass sich Dragoner im 18. Jahrhundert zu konventionellen, leichten Kavallerieeinheiten und Besatzungen entwickelten. Dragoner-Regimenter etablierten sich im späten 17. und frühen 18. Jahrhundert in den meisten Armeen Europas. In den Napoleonischen Kriegen übernahmen Dragoner vorwiegend eine Kavallerie-Rolle, waren allerdings eine leichtere Klasse berittener Truppen als die gepanzerten Kürassiere.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
drone_warfare;Drone Warfare;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dutch_plow;The Dutch Plow;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_agricultural_reforms_tech;Early Agricultural Revolution;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_anti_clericalism;Early Anti-Clericalism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_baroque;Early Baroque;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_baroque_construction;Early Baroque Construction;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_baroque_fine_arts;Early Baroque Fine Arts;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_baroque_music_n_literature;Early Baroque Music and Literature;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earlycannon;Early Cannons;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_cannons;Early Cannons;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_colonialism;Early Colonialism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_flintlock_musketeers;Early Flintlock Musketeers;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_idealism_invention;Early Idealism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_interwar_bombers;Early Interwar Bombers;Premiers bombardiers de l'entre-deux-guerres;Früher Zwischenkriegsbomber;;Bombarderos entreguerras primitivos;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_interwar_bombers_desc;Beginning with the first pilot to drop a grenade on his enemy, the use of aircraft to deliver munitions to the enemy was acknowledged to be of great tactical and strategic value. To enhance and expand this ability, dedicated bomber aircraft were developed.;Après qu'un premier pilote ait largué une grenade sur son ennemi, l'utilisation de l'aviation s'est avérée être un grand atout tactique et stratégique. Pour améliorer et développer cette capacité, des bombardiers ont été mis au point.;Seit der erste Pilot eine Granate über dem Feind abgeworfen hatte, wurde man sich mehr und mehr über den enormen taktischen und strategischen Wert der Bekämpfung des Feindes aus der Luft bewusst. Zur Erweiterung und Verbesserung dieser Fähigkeit wurden spezialisierte Bomber entwickelt.;;Desde el primer piloto que dejó caer una granada sobre el enemigo, el uso de la aviación para soltar bombas sobre el enemigo se consolidó como una realidad de gran valor táctico y estratégico. Para mejorar y expandir esta capacidad, se desarrollaron los bombarderos.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,
early_interwar_fighters;Early Interwar Fighters;Premiers chasseurs de l'entre-deux-guerres;Frühe Zwischenkriegsjäger;;Cazas de entreguerras primitivos;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_interwar_fighters_desc;The concept of denying the enemy access to the air above one's army was discovered early in the budding air war. Aircraft whose sole role was to engage and eliminate enemy aircraft found their use well before their bomber cousins.;Le concept de dénier le droit à l'ennemi d'accéder au ciel au-dessus de son armée a été découvert au début balbutiant de la guerre aérienne. Les aéronefs dont le seul rôle était d'engagé et d'éliminé les avions ennemis ont trouvé leur usage bien avant leurs cousins bombardiers. ;Das Konzept, dem Feind den Zugang zum Luftraum über der eigenen Armee zu verwehren, wurde schon früh zu Beginn des aufkommenden Luftkriegs entdeckt. Flugzeuge, deren einzige Aufgabe darin bestand, feindliche Flugzeuge abzuschießen, waren schon einige Zeit vor den Bombern im Einsatz.;;La idea de impedir que el enemigo accediera al cielo sobre las propias fuerzas apareció desde los primeros momentos de la guerra aérea. Los aviones cuya única función era interceptar y eliminar a la aviación enemiga comenzaron a usarse mucho antes que los bombarderos.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
early_lumber_mills;Early Lumber Mills;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_military_revolution;Early Military Revolution;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_modern_philosphies;Early Modern Philosophies;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_modern_warfare;Early Modern Warfare;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_romanticism;Ideals of the Early Romanticism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_romantistic_construction;Architecture of the Early Romanticism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_romanticistic_culture;Early Romanticism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_romantistic_fine_arts;Fine Arts of the Early Romanticism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_romantistic_music_n_literature;Music and Literature of the Early Romanticism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early_telegraph_invention;Early Telegraph;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edwardian_era;Culture;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elastic_defense_system;Elastic Defense System;Défense élastique;Elastisches Verteidigungssystem;;Sist. defensa elástica;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elastic_defense_system_desc;At this points the trenches grew to formidable systems of trenches with two or even three lines of defenses bolstered by concrete fortifications and machine gun positions. The scene was as if it were captured from the 'Inferno' section of Dante Alighieris 'Divina Comedia'. ;À ce point, les tranchées se développent en de formidables systèmes avec deux ou même trois lignes de défense renforcés avec des fortifications en béton et des positions de mitrailleuses. La scène est comme capturée de la section «Inferno» de Dante Alighieris dans 'Divina Comedia'. ;Zu diesem Zeitpunkt wurden die Schützengräben zu beeindruckenden Grabensystemen ausgebaut, die oft aus zwei oder drei Gräbenreihen bestanden, die zusätzlich mit Betonbunkern und MG-Stellungen verstärkt waren. Die Szene stammt aus dem Abschnitt 'Inferno' von Dante Alighieris 'Divina Comedia'. Diese Anwendung gibt Ihnen die Möglichkeit, einen neuen Befestigungstyp zu bauen.;;En ese momento, las trincheras crecieron hasta convertirse en formidables sistemas de trincheras con dos o hasta tres líneas de defensa reforzadas con fortificaciones de hormigón y plataformas de ametralladora. La escena fue copiada del capítulo del 'Infierno' de la 'Divina Comedia' de Dante. ;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,
elizabethan_era;Industry;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empirical_combat_efficiency_matrix;Empirical Combat Efficiency Matrix;Tableau empirique sur l'efficacité au combat;Empirische Kampfeffizienzmatrix;;Matriz empírica eficacia en combate;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empirical_combat_efficiency_matrix_desc;By checking certain attributes as morale, how well feed the soldiers were, illnesses and wounds, it was possible to check in advance how efficient the unit would fight in the upcoming combat.;En tenant compte de certaines données telles que le moral, l'alimentation des soldats, les maladies et les blessures, il était possible de prévoir l'efficacité des troupes lors d'un prochain combat.;Durch die Überprüfung bestimmter Attribute wie Moral, Ernährungsstand der Soldaten, Krankheiten und Verwundungen wurde es möglich, abzuschätzen, wie effizient sich eine bestimmte Einheit in einem bevorstehenden Gefecht schlagen würde.;;Mediante el examen de determinados atributos como la moral, la buena alimentación de los soldados, las enfermedades y las heridas, era posible comprobar con antelación lo eficazmente que podría luchar una unidad en un futuro combate.;;;;;;;;;x;;;;,,,,,,,,,,,,,,,,,
empiricism_invention;Empiricism;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enclosure_invention;Enclosures;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encyclopaedia_invention;Encyclopaedia;;;;;;x;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
